Tempo,PosicaoX,PosicaoY
2961,-6610321.31,-1462260.64
2962,-6608664.14,-1469752.54
2963,-6606998.49,-1477242.56
2964,-6605324.35,-1484730.68
2965,-6603641.72,-1492216.89
2966,-6601950.62,-1499701.19
2967,-6600251.03,-1507183.56
2968,-6598542.96,-1514663.99
2969,-6596826.42,-1522142.48
2970,-6595101.41,-1529619.02
2971,-6593367.92,-1537093.59
2972,-6591625.97,-1544566.18
2973,-6589875.55,-1552036.79
2974,-6588116.66,-1559505.41
2975,-6586349.31,-1566972.02
2976,-6584573.50,-1574436.62
2977,-6582789.24,-1581899.20
2978,-6580996.51,-1589359.75
2979,-6579195.34,-1596818.25
2980,-6577385.72,-1604274.71
2981,-6575567.64,-1611729.10
2982,-6573741.12,-1619181.42
2983,-6571906.16,-1626631.67
2984,-6570062.75,-1634079.82
2985,-6568210.91,-1641525.88
2986,-6566350.63,-1648969.83
2987,-6564481.92,-1656411.65
2988,-6562604.77,-1663851.36
2989,-6560719.20,-1671288.92
2990,-6558825.20,-1678724.34
2991,-6556922.77,-1686157.60
2992,-6555011.92,-1693588.70
2993,-6553092.65,-1701017.62
2994,-6551164.97,-1708444.35
2995,-6549228.87,-1715868.89
2996,-6547284.36,-1723291.23
2997,-6545331.44,-1730711.35
2998,-6543370.11,-1738129.26
2999,-6541400.38,-1745544.92
3000,-6539422.25,-1752958.35
3001,-6537435.71,-1760369.53
3002,-6535440.79,-1767778.44
3003,-6533437.46,-1775185.08
3004,-6531425.75,-1782589.45
3005,-6529405.64,-1789991.52
3006,-6527377.15,-1797391.30
3007,-6525340.28,-1804788.76
3008,-6523295.02,-1812183.91
3009,-6521241.39,-1819576.73
3010,-6519179.38,-1826967.21
3011,-6517109.00,-1834355.35
3012,-6515030.25,-1841741.13
3013,-6512943.12,-1849124.55
3014,-6510847.64,-1856505.59
3015,-6508743.79,-1863884.24
3016,-6506631.58,-1871260.51
3017,-6504511.02,-1878634.37
3018,-6502382.10,-1886005.81
3019,-6500244.83,-1893374.84
3020,-6498099.21,-1900741.43
3021,-6495945.25,-1908105.58
3022,-6493782.94,-1915467.28
3023,-6491612.29,-1922826.52
3024,-6489433.31,-1930183.29
3025,-6487245.99,-1937537.58
3026,-6485050.33,-1944889.38
3027,-6482846.35,-1952238.69
3028,-6480634.05,-1959585.49
3029,-6478413.41,-1966929.77
3030,-6476184.46,-1974271.52
3031,-6473947.20,-1981610.74
3032,-6471701.61,-1988947.41
3033,-6469447.72,-1996281.53
3034,-6467185.51,-2003613.09
3035,-6464915.00,-2010942.07
3036,-6462636.19,-2018268.47
3037,-6460349.08,-2025592.28
3038,-6458053.67,-2032913.49
3039,-6455749.96,-2040232.08
3040,-6453437.97,-2047548.06
3041,-6451117.68,-2054861.40
3042,-6448789.12,-2062172.11
3043,-6446452.27,-2069480.16
3044,-6444107.14,-2076785.56
3045,-6441753.73,-2084088.30
3046,-6439392.05,-2091388.35
3047,-6437022.10,-2098685.72
3048,-6434643.88,-2105980.40
3049,-6432257.40,-2113272.37
3050,-6429862.66,-2120561.63
3051,-6427459.66,-2127848.16
3052,-6425048.41,-2135131.96
3053,-6422628.91,-2142413.02
3054,-6420201.15,-2149691.32
3055,-6417765.15,-2156966.87
3056,-6415320.91,-2164239.64
3057,-6412868.43,-2171509.64
3058,-6410407.72,-2178776.85
3059,-6407938.77,-2186041.26
3060,-6405461.59,-2193302.86
3061,-6402976.19,-2200561.64
3062,-6400482.56,-2207817.60
3063,-6397980.72,-2215070.73
3064,-6395470.65,-2222321.00
3065,-6392952.38,-2229568.43
3066,-6390425.89,-2236812.99
3067,-6387891.19,-2244054.68
3068,-6385348.30,-2251293.49
3069,-6382797.20,-2258529.40
3070,-6380237.91,-2265762.42
3071,-6377670.42,-2272992.52
3072,-6375094.74,-2280219.71
3073,-6372510.87,-2287443.97
3074,-6369918.82,-2294665.29
3075,-6367318.59,-2301883.66
3076,-6364710.19,-2309099.08
3077,-6362093.61,-2316311.53
3078,-6359468.86,-2323521.01
3079,-6356835.94,-2330727.50
3080,-6354194.86,-2337931.01
3081,-6351545.62,-2345131.50
3082,-6348888.22,-2352328.99
3083,-6346222.67,-2359523.46
3084,-6343548.97,-2366714.89
3085,-6340867.12,-2373903.29
3086,-6338177.13,-2381088.64
3087,-6335479.00,-2388270.93
3088,-6332772.74,-2395450.15
3089,-6330058.34,-2402626.30
3090,-6327335.81,-2409799.36
3091,-6324605.16,-2416969.32
3092,-6321866.38,-2424136.19
3093,-6319119.49,-2431299.94
3094,-6316364.48,-2438460.56
3095,-6313601.37,-2445618.06
3096,-6310830.14,-2452772.42
3097,-6308050.81,-2459923.62
3098,-6305263.38,-2467071.67
3099,-6302467.85,-2474216.55
3100,-6299664.23,-2481358.25
3101,-6296852.52,-2488496.77
3102,-6294032.72,-2495632.09
3103,-6291204.84,-2502764.20
3104,-6288368.88,-2509893.10
3105,-6285524.85,-2517018.78
3106,-6282672.74,-2524141.23
3107,-6279812.57,-2531260.43
3108,-6276944.33,-2538376.38
3109,-6274068.04,-2545489.08
3110,-6271183.68,-2552598.50
3111,-6268291.27,-2559704.65
3112,-6265390.82,-2566807.51
3113,-6262482.31,-2573907.08
3114,-6259565.77,-2581003.34
3115,-6256641.19,-2588096.28
3116,-6253708.57,-2595185.90
3117,-6250767.93,-2602272.19
3118,-6247819.25,-2609355.14
3119,-6244862.56,-2616434.74
3120,-6241897.84,-2623510.97
3121,-6238925.11,-2630583.84
3122,-6235944.37,-2637653.33
3123,-6232955.62,-2644719.43
3124,-6229958.86,-2651782.14
3125,-6226954.11,-2658841.44
3126,-6223941.36,-2665897.33
3127,-6220920.62,-2672949.80
3128,-6217891.89,-2679998.83
3129,-6214855.18,-2687044.42
3130,-6211810.48,-2694086.56
3131,-6208757.81,-2701125.24
3132,-6205697.17,-2708160.45
3133,-6202628.56,-2715192.19
3134,-6199551.98,-2722220.44
3135,-6196467.44,-2729245.19
3136,-6193374.95,-2736266.44
3137,-6190274.50,-2743284.17
3138,-6187166.11,-2750298.39
3139,-6184049.77,-2757309.07
3140,-6180925.49,-2764316.21
3141,-6177793.27,-2771319.80
3142,-6174653.12,-2778319.83
3143,-6171505.04,-2785316.30
3144,-6168349.04,-2792309.18
3145,-6165185.12,-2799298.49
3146,-6162013.28,-2806284.20
3147,-6158833.53,-2813266.30
3148,-6155645.87,-2820244.79
3149,-6152450.30,-2827219.67
3150,-6149246.84,-2834190.91
3151,-6146035.48,-2841158.51
3152,-6142816.23,-2848122.46
3153,-6139589.09,-2855082.76
3154,-6136354.06,-2862039.39
3155,-6133111.16,-2868992.35
3156,-6129860.39,-2875941.62
3157,-6126601.74,-2882887.20
3158,-6123335.22,-2889829.08
3159,-6120060.85,-2896767.24
3160,-6116778.61,-2903701.69
3161,-6113488.52,-2910632.41
3162,-6110190.59,-2917559.39
3163,-6106884.80,-2924482.63
3164,-6103571.18,-2931402.11
3165,-6100249.71,-2938317.83
3166,-6096920.42,-2945229.77
3167,-6093583.30,-2952137.93
3168,-6090238.35,-2959042.30
3169,-6086885.58,-2965942.88
3170,-6083525.00,-2972839.64
3171,-6080156.61,-2979732.59
3172,-6076780.41,-2986621.71
3173,-6073396.40,-2993507.00
3174,-6070004.60,-3000388.44
3175,-6066605.01,-3007266.03
3176,-6063197.62,-3014139.76
3177,-6059782.45,-3021009.62
3178,-6056359.51,-3027875.60
3179,-6052928.78,-3034737.69
3180,-6049490.28,-3041595.89
3181,-6046044.02,-3048450.18
3182,-6042589.99,-3055300.56
3183,-6039128.20,-3062147.01
3184,-6035658.66,-3068989.54
3185,-6032181.38,-3075828.12
3186,-6028696.34,-3082662.75
3187,-6025203.57,-3089493.43
3188,-6021703.06,-3096320.13
3189,-6018194.81,-3103142.87
3190,-6014678.84,-3109961.62
3191,-6011155.15,-3116776.37
3192,-6007623.74,-3123587.13
3193,-6004084.62,-3130393.87
3194,-6000537.79,-3137196.59
3195,-5996983.25,-3143995.29
3196,-5993421.02,-3150789.95
3197,-5989851.09,-3157580.56
3198,-5986273.47,-3164367.12
3199,-5982688.16,-3171149.62
3200,-5979095.17,-3177928.05
3201,-5975494.51,-3184702.39
3202,-5971886.17,-3191472.65
3203,-5968270.17,-3198238.81
3204,-5964646.50,-3205000.86
3205,-5961015.18,-3211758.80
3206,-5957376.20,-3218512.62
3207,-5953729.57,-3225262.30
3208,-5950075.30,-3232007.84
3209,-5946413.39,-3238749.23
3210,-5942743.85,-3245486.47
3211,-5939066.67,-3252219.53
3212,-5935381.87,-3258948.43
3213,-5931689.46,-3265673.13
3214,-5927989.42,-3272393.65
3215,-5924281.78,-3279109.96
3216,-5920566.52,-3285822.07
3217,-5916843.67,-3292529.95
3218,-5913113.22,-3299233.61
3219,-5909375.18,-3305933.03
3220,-5905629.55,-3312628.21
3221,-5901876.34,-3319319.13
3222,-5898115.56,-3326005.80
3223,-5894347.20,-3332688.19
3224,-5890571.27,-3339366.31
3225,-5886787.78,-3346040.13
3226,-5882996.73,-3352709.66
3227,-5879198.13,-3359374.89
3228,-5875391.99,-3366035.81
3229,-5871578.30,-3372692.40
3230,-5867757.07,-3379344.66
3231,-5863928.30,-3385992.59
3232,-5860092.01,-3392636.16
3233,-5856248.20,-3399275.38
3234,-5852396.87,-3405910.24
3235,-5848538.02,-3412540.73
3236,-5844671.67,-3419166.83
3237,-5840797.81,-3425788.55
3238,-5836916.45,-3432405.86
3239,-5833027.60,-3439018.77
3240,-5829131.27,-3445627.27
3241,-5825227.44,-3452231.34
3242,-5821316.14,-3458830.98
3243,-5817397.37,-3465426.18
3244,-5813471.13,-3472016.92
3245,-5809537.42,-3478603.22
3246,-5805596.26,-3485185.04
3247,-5801647.64,-3491762.40
3248,-5797691.58,-3498335.27
3249,-5793728.07,-3504903.64
3250,-5789757.12,-3511467.52
3251,-5785778.75,-3518026.89
3252,-5781792.94,-3524581.75
3253,-5777799.71,-3531132.08
3254,-5773799.06,-3537677.87
3255,-5769791.01,-3544219.13
3256,-5765775.54,-3550755.83
3257,-5761752.67,-3557287.98
3258,-5757722.41,-3563815.56
3259,-5753684.75,-3570338.57
3260,-5749639.71,-3576856.99
3261,-5745587.29,-3583370.82
3262,-5741527.49,-3589880.05
3263,-5737460.32,-3596384.67
3264,-5733385.78,-3602884.67
3265,-5729303.89,-3609380.05
3266,-5725214.63,-3615870.79
3267,-5721118.03,-3622356.90
3268,-5717014.09,-3628838.35
3269,-5712902.80,-3635315.15
3270,-5708784.19,-3641787.27
3271,-5704658.24,-3648254.73
3272,-5700524.97,-3654717.50
3273,-5696384.38,-3661175.57
3274,-5692236.48,-3667628.95
3275,-5688081.27,-3674077.62
3276,-5683918.76,-3680521.57
3277,-5679748.96,-3686960.80
3278,-5675571.86,-3693395.30
3279,-5671387.48,-3699825.05
3280,-5667195.81,-3706250.05
3281,-5662996.87,-3712670.30
3282,-5658790.67,-3719085.78
3283,-5654577.19,-3725496.49
3284,-5650356.46,-3731902.41
3285,-5646128.48,-3738303.55
3286,-5641893.24,-3744699.88
3287,-5637650.77,-3751091.41
3288,-5633401.05,-3757478.12
3289,-5629144.11,-3763860.01
3290,-5624879.94,-3770237.06
3291,-5620608.55,-3776609.28
3292,-5616329.94,-3782976.65
3293,-5612044.13,-3789339.16
3294,-5607751.11,-3795696.81
3295,-5603450.89,-3802049.59
3296,-5599143.48,-3808397.48
3297,-5594828.88,-3814740.49
3298,-5590507.10,-3821078.60
3299,-5586178.14,-3827411.81
3300,-5581842.02,-3833740.10
3301,-5577498.72,-3840063.47
3302,-5573148.27,-3846381.91
3303,-5568790.66,-3852695.41
3304,-5564425.91,-3859003.97
3305,-5560054.01,-3865307.58
3306,-5555674.98,-3871606.22
3307,-5551288.81,-3877899.89
3308,-5546895.52,-3884188.59
3309,-5542495.10,-3890472.30
3310,-5538087.58,-3896751.01
3311,-5533672.94,-3903024.73
3312,-5529251.20,-3909293.43
3313,-5524822.36,-3915557.11
3314,-5520386.43,-3921815.77
3315,-5515943.42,-3928069.40
3316,-5511493.32,-3934317.98
3317,-5507036.15,-3940561.51
3318,-5502571.91,-3946799.99
3319,-5498100.61,-3953033.39
3320,-5493622.25,-3959261.73
3321,-5489136.84,-3965484.98
3322,-5484644.38,-3971703.14
3323,-5480144.88,-3977916.20
3324,-5475638.35,-3984124.16
3325,-5471124.79,-3990327.00
3326,-5466604.21,-3996524.73
3327,-5462076.61,-4002717.32
3328,-5457542.00,-4008904.77
3329,-5453000.38,-4015087.08
3330,-5448451.76,-4021264.23
3331,-5443896.15,-4027436.22
3332,-5439333.55,-4033603.04
3333,-5434763.97,-4039764.69
3334,-5430187.42,-4045921.15
3335,-5425603.89,-4052072.41
3336,-5421013.40,-4058218.48
3337,-5416415.95,-4064359.34
3338,-5411811.55,-4070494.97
3339,-5407200.21,-4076625.39
3340,-5402581.92,-4082750.57
3341,-5397956.70,-4088870.51
3342,-5393324.54,-4094985.20
3343,-5388685.47,-4101094.64
3344,-5384039.48,-4107198.81
3345,-5379386.58,-4113297.71
3346,-5374726.77,-4119391.33
3347,-5370060.07,-4125479.67
3348,-5365386.47,-4131562.71
3349,-5360705.99,-4137640.44
3350,-5356018.62,-4143712.86
3351,-5351324.38,-4149779.97
3352,-5346623.27,-4155841.75
3353,-5341915.30,-4161898.19
3354,-5337200.47,-4167949.30
3355,-5332478.79,-4173995.05
3356,-5327750.27,-4180035.45
3357,-5323014.91,-4186070.48
3358,-5318272.72,-4192100.13
3359,-5313523.70,-4198124.41
3360,-5308767.86,-4204143.30
3361,-5304005.20,-4210156.79
3362,-5299235.74,-4216164.88
3363,-5294459.48,-4222167.56
3364,-5289676.42,-4228164.81
3365,-5284886.57,-4234156.64
3366,-5280089.94,-4240143.04
3367,-5275286.53,-4246123.99
3368,-5270476.35,-4252099.50
3369,-5265659.41,-4258069.54
3370,-5260835.71,-4264034.12
3371,-5256005.25,-4269993.23
3372,-5251168.05,-4275946.86
3373,-5246324.11,-4281895.00
3374,-5241473.44,-4287837.64
3375,-5236616.04,-4293774.78
3376,-5231751.91,-4299706.41
3377,-5226881.08,-4305632.52
3378,-5222003.53,-4311553.11
3379,-5217119.28,-4317468.16
3380,-5212228.34,-4323377.67
3381,-5207330.70,-4329281.62
3382,-5202426.38,-4335180.03
3383,-5197515.39,-4341072.87
3384,-5192597.72,-4346960.14
3385,-5187673.39,-4352841.82
3386,-5182742.40,-4358717.93
3387,-5177804.76,-4364588.43
3388,-5172860.47,-4370453.34
3389,-5167909.55,-4376312.63
3390,-5162951.99,-4382166.31
3391,-5157987.80,-4388014.37
3392,-5153017.00,-4393856.79
3393,-5148039.58,-4399693.58
3394,-5143055.55,-4405524.71
3395,-5138064.93,-4411350.20
3396,-5133067.71,-4417170.02
3397,-5128063.90,-4422984.17
3398,-5123053.51,-4428792.65
3399,-5118036.54,-4434595.44
3400,-5113013.00,-4440392.54
3401,-5107982.91,-4446183.94
3402,-5102946.26,-4451969.63
3403,-5097903.05,-4457749.61
3404,-5092853.31,-4463523.87
3405,-5087797.03,-4469292.40
3406,-5082734.22,-4475055.20
3407,-5077664.88,-4480812.25
3408,-5072589.03,-4486563.55
3409,-5067506.67,-4492309.09
3410,-5062417.81,-4498048.87
3411,-5057322.44,-4503782.87
3412,-5052220.59,-4509511.10
3413,-5047112.25,-4515233.53
3414,-5041997.44,-4520950.17
3415,-5036876.15,-4526661.01
3416,-5031748.40,-4532366.04
3417,-5026614.20,-4538065.25
3418,-5021473.54,-4543758.64
3419,-5016326.43,-4549446.20
3420,-5011172.89,-4555127.92
3421,-5006012.92,-4560803.79
3422,-5000846.52,-4566473.81
3423,-4995673.71,-4572137.97
3424,-4990494.48,-4577796.26
3425,-4985308.85,-4583448.67
3426,-4980116.82,-4589095.21
3427,-4974918.40,-4594735.85
3428,-4969713.60,-4600370.60
3429,-4964502.41,-4605999.44
3430,-4959284.86,-4611622.37
3431,-4954060.94,-4617239.39
3432,-4948830.66,-4622850.48
3433,-4943594.03,-4628455.63
3434,-4938351.06,-4634054.85
3435,-4933101.75,-4639648.11
3436,-4927846.11,-4645235.43
3437,-4922584.14,-4650816.78
3438,-4917315.86,-4656392.16
3439,-4912041.27,-4661961.57
3440,-4906760.37,-4667524.99
3441,-4901473.18,-4673082.43
3442,-4896179.69,-4678633.87
3443,-4890879.92,-4684179.30
3444,-4885573.88,-4689718.72
3445,-4880261.56,-4695252.12
3446,-4874942.99,-4700779.50
3447,-4869618.15,-4706300.85
3448,-4864287.07,-4711816.15
3449,-4858949.74,-4717325.41
3450,-4853606.18,-4722828.61
3451,-4848256.39,-4728325.76
3452,-4842900.38,-4733816.83
3453,-4837538.15,-4739301.83
3454,-4832169.72,-4744780.75
3455,-4826795.08,-4750253.58
3456,-4821414.25,-4755720.31
3457,-4816027.23,-4761180.94
3458,-4810634.03,-4766635.46
3459,-4805234.66,-4772083.87
3460,-4799829.12,-4777526.15
3461,-4794417.42,-4782962.29
3462,-4788999.57,-4788392.30
3463,-4783575.57,-4793816.17
3464,-4778145.44,-4799233.88
3465,-4772709.17,-4804645.44
3466,-4767266.78,-4810050.82
3467,-4761818.27,-4815450.04
3468,-4756363.65,-4820843.08
3469,-4750902.92,-4826229.93
3470,-4745436.10,-4831610.58
3471,-4739963.19,-4836985.04
3472,-4734484.20,-4842353.29
3473,-4728999.13,-4847715.32
3474,-4723507.99,-4853071.13
3475,-4718010.79,-4858420.72
3476,-4712507.54,-4863764.07
3477,-4706998.23,-4869101.18
3478,-4701482.89,-4874432.04
3479,-4695961.52,-4879756.65
3480,-4690434.12,-4885074.99
3481,-4684900.69,-4890387.07
3482,-4679361.26,-4895692.87
3483,-4673815.82,-4900992.38
3484,-4668264.39,-4906285.61
3485,-4662706.96,-4911572.54
3486,-4657143.56,-4916853.17
3487,-4651574.17,-4922127.49
3488,-4645998.82,-4927395.49
3489,-4640417.50,-4932657.17
3490,-4634830.23,-4937912.52
3491,-4629237.01,-4943161.54
3492,-4623637.85,-4948404.21
3493,-4618032.76,-4953640.53
3494,-4612421.74,-4958870.49
3495,-4606804.80,-4964094.09
3496,-4601181.95,-4969311.32
3497,-4595553.20,-4974522.18
3498,-4589918.55,-4979726.65
3499,-4584278.01,-4984924.73
3500,-4578631.59,-4990116.41
3501,-4572979.29,-4995301.69
3502,-4567321.12,-5000480.56
3503,-4561657.10,-5005653.01
3504,-4555987.21,-5010819.04
3505,-4550311.49,-5015978.64
3506,-4544629.92,-5021131.80
3507,-4538942.52,-5026278.52
3508,-4533249.30,-5031418.79
3509,-4527550.26,-5036552.61
3510,-4521845.41,-5041679.96
3511,-4516134.76,-5046800.84
3512,-4510418.31,-5051915.25
3513,-4504696.08,-5057023.17
3514,-4498968.06,-5062124.60
3515,-4493234.28,-5067219.54
3516,-4487494.72,-5072307.98
3517,-4481749.41,-5077389.90
3518,-4475998.35,-5082465.32
3519,-4470241.54,-5087534.21
3520,-4464479.00,-5092596.57
3521,-4458710.73,-5097652.39
3522,-4452936.74,-5102701.68
3523,-4447157.03,-5107744.42
3524,-4441371.62,-5112780.60
3525,-4435580.51,-5117810.23
3526,-4429783.70,-5122833.28
3527,-4423981.21,-5127849.77
3528,-4418173.05,-5132859.67
3529,-4412359.22,-5137862.99
3530,-4406539.72,-5142859.71
3531,-4400714.57,-5147849.84
3532,-4394883.77,-5152833.35
3533,-4389047.34,-5157810.26
3534,-4383205.27,-5162780.55
3535,-4377357.58,-5167744.22
3536,-4371504.27,-5172701.25
3537,-4365645.35,-5177651.65
3538,-4359780.83,-5182595.40
3539,-4353910.72,-5187532.50
3540,-4348035.02,-5192462.95
3541,-4342153.74,-5197386.73
3542,-4336266.89,-5202303.85
3543,-4330374.47,-5207214.29
3544,-4324476.50,-5212118.05
3545,-4318572.98,-5217015.12
3546,-4312663.92,-5221905.49
3547,-4306749.32,-5226789.17
3548,-4300829.20,-5231666.14
3549,-4294903.56,-5236536.39
3550,-4288972.41,-5241399.93
3551,-4283035.75,-5246256.74
3552,-4277093.60,-5251106.82
3553,-4271145.96,-5255950.16
3554,-4265192.85,-5260786.76
3555,-4259234.25,-5265616.61
3556,-4253270.20,-5270439.70
3557,-4247300.68,-5275256.03
3558,-4241325.72,-5280065.59
3559,-4235345.32,-5284868.38
3560,-4229359.48,-5289664.38
3561,-4223368.21,-5294453.60
3562,-4217371.52,-5299236.03
3563,-4211369.43,-5304011.65
3564,-4205361.93,-5308780.47
3565,-4199349.03,-5313542.48
3566,-4193330.75,-5318297.67
3567,-4187307.08,-5323046.03
3568,-4181278.04,-5327787.57
3569,-4175243.64,-5332522.27
3570,-4169203.88,-5337250.13
3571,-4163158.77,-5341971.14
3572,-4157108.32,-5346685.29
3573,-4151052.54,-5351392.59
3574,-4144991.43,-5356093.02
3575,-4138925.00,-5360786.58
3576,-4132853.26,-5365473.25
3577,-4126776.22,-5370153.05
3578,-4120693.88,-5374825.95
3579,-4114606.25,-5379491.96
3580,-4108513.35,-5384151.07
3581,-4102415.18,-5388803.26
3582,-4096311.74,-5393448.55
3583,-4090203.04,-5398086.91
3584,-4084089.10,-5402718.35
3585,-4077969.92,-5407342.85
3586,-4071845.50,-5411960.42
3587,-4065715.86,-5416571.05
3588,-4059581.01,-5421174.72
3589,-4053440.94,-5425771.44
3590,-4047295.68,-5430361.19
3591,-4041145.22,-5434943.98
3592,-4034989.58,-5439519.80
3593,-4028828.76,-5444088.64
3594,-4022662.77,-5448650.49
3595,-4016491.62,-5453205.35
3596,-4010315.32,-5457753.22
3597,-4004133.87,-5462294.08
3598,-3997947.28,-5466827.93
3599,-3991755.56,-5471354.77
3600,-3985558.73,-5475874.59
3601,-3979356.78,-5480387.39
3602,-3973149.72,-5484893.15
3603,-3966937.57,-5489391.87
3604,-3960720.32,-5493883.56
3605,-3954498.00,-5498368.19
3606,-3948270.60,-5502845.77
3607,-3942038.13,-5507316.29
3608,-3935800.61,-5511779.74
3609,-3929558.04,-5516236.13
3610,-3923310.42,-5520685.43
3611,-3917057.78,-5525127.65
3612,-3910800.10,-5529562.78
3613,-3904537.41,-5533990.82
3614,-3898269.71,-5538411.76
3615,-3891997.01,-5542825.59
3616,-3885719.32,-5547232.31
3617,-3879436.64,-5551631.92
3618,-3873148.98,-5556024.40
3619,-3866856.35,-5560409.75
3620,-3860558.77,-5564787.97
3621,-3854256.22,-5569159.05
3622,-3847948.74,-5573522.98
3623,-3841636.32,-5577879.77
3624,-3835318.97,-5582229.39
3625,-3828996.69,-5586571.86
3626,-3822669.51,-5590907.16
3627,-3816337.42,-5595235.28
3628,-3810000.43,-5599556.23
3629,-3803658.56,-5603869.99
3630,-3797311.81,-5608176.56
3631,-3790960.18,-5612475.94
3632,-3784603.69,-5616768.12
3633,-3778242.35,-5621053.09
3634,-3771876.16,-5625330.85
3635,-3765505.13,-5629601.39
3636,-3759129.27,-5633864.71
3637,-3752748.58,-5638120.80
3638,-3746363.08,-5642369.66
3639,-3739972.78,-5646611.28
3640,-3733577.67,-5650845.66
3641,-3727177.78,-5655072.78
3642,-3720773.11,-5659292.65
3643,-3714363.66,-5663505.26
3644,-3707949.44,-5667710.60
3645,-3701530.47,-5671908.68
3646,-3695106.75,-5676099.47
3647,-3688678.29,-5680282.99
3648,-3682245.10,-5684459.21
3649,-3675807.18,-5688628.15
3650,-3669364.55,-5692789.78
3651,-3662917.21,-5696944.11
3652,-3656465.17,-5701091.14
3653,-3650008.44,-5705230.84
3654,-3643547.02,-5709363.23
3655,-3637080.93,-5713488.30
3656,-3630610.18,-5717606.03
3657,-3624134.77,-5721716.43
3658,-3617654.71,-5725819.49
3659,-3611170.01,-5729915.21
3660,-3604680.67,-5734003.57
3661,-3598186.71,-5738084.58
3662,-3591688.14,-5742158.22
3663,-3585184.95,-5746224.50
3664,-3578677.17,-5750283.41
3665,-3572164.79,-5754334.93
3666,-3565647.84,-5758379.08
3667,-3559126.31,-5762415.84
3668,-3552600.21,-5766445.21
3669,-3546069.55,-5770467.18
3670,-3539534.35,-5774481.74
3671,-3532994.61,-5778488.90
3672,-3526450.33,-5782488.65
3673,-3519901.53,-5786480.97
3674,-3513348.21,-5790465.88
3675,-3506790.39,-5794443.35
3676,-3500228.06,-5798413.39
3677,-3493661.25,-5802376.00
3678,-3487089.95,-5806331.16
3679,-3480514.19,-5810278.87
3680,-3473933.95,-5814219.12
3681,-3467349.26,-5818151.92
3682,-3460760.12,-5822077.25
3683,-3454166.54,-5825995.12
3684,-3447568.53,-5829905.51
3685,-3440966.10,-5833808.42
3686,-3434359.25,-5837703.85
3687,-3427748.00,-5841591.78
3688,-3421132.35,-5845472.23
3689,-3414512.31,-5849345.17
3690,-3407887.89,-5853210.62
3691,-3401259.10,-5857068.55
3692,-3394625.95,-5860918.97
3693,-3387988.44,-5864761.87
3694,-3381346.58,-5868597.24
3695,-3374700.39,-5872425.09
3696,-3368049.87,-5876245.41
3697,-3361395.02,-5880058.18
3698,-3354735.87,-5883863.42
3699,-3348072.41,-5887661.10
3700,-3341404.66,-5891451.23
3701,-3334732.62,-5895233.81
3702,-3328056.30,-5899008.82
3703,-3321375.71,-5902776.26
3704,-3314690.86,-5906536.13
3705,-3308001.76,-5910288.43
3706,-3301308.42,-5914033.14
3707,-3294610.84,-5917770.27
3708,-3287909.03,-5921499.80
3709,-3281203.01,-5925221.74
3710,-3274492.78,-5928936.08
3711,-3267778.34,-5932642.81
3712,-3261059.72,-5936341.93
3713,-3254336.91,-5940033.44
3714,-3247609.92,-5943717.32
3715,-3240878.77,-5947393.58
3716,-3234143.47,-5951062.21
3717,-3227404.01,-5954723.21
3718,-3220660.42,-5958376.57
3719,-3213912.69,-5962022.29
3720,-3207160.84,-5965660.35
3721,-3200404.87,-5969290.77
3722,-3193644.80,-5972913.52
3723,-3186880.64,-5976528.62
3724,-3180112.38,-5980136.05
3725,-3173340.05,-5983735.80
3726,-3166563.64,-5987327.88
3727,-3159783.17,-5990912.29
3728,-3152998.65,-5994489.00
3729,-3146210.09,-5998058.03
3730,-3139417.49,-6001619.36
3731,-3132620.86,-6005172.99
3732,-3125820.21,-6008718.92
3733,-3119015.56,-6012257.14
3734,-3112206.90,-6015787.65
3735,-3105394.25,-6019310.44
3736,-3098577.61,-6022825.51
3737,-3091757.01,-6026332.85
3738,-3084932.43,-6029832.47
3739,-3078103.90,-6033324.35
3740,-3071271.42,-6036808.49
3741,-3064435.00,-6040284.88
3742,-3057594.65,-6043753.53
3743,-3050750.38,-6047214.42
3744,-3043902.19,-6050667.56
3745,-3037050.10,-6054112.94
3746,-3030194.11,-6057550.55
3747,-3023334.24,-6060980.39
3748,-3016470.49,-6064402.45
3749,-3009602.86,-6067816.73
3750,-3002731.38,-6071223.24
3751,-2995856.05,-6074621.95
3752,-2988976.87,-6078012.87
3753,-2982093.86,-6081396.00
3754,-2975207.02,-6084771.32
3755,-2968316.37,-6088138.84
3756,-2961421.91,-6091498.55
3757,-2954523.65,-6094850.44
3758,-2947621.60,-6098194.52
3759,-2940715.77,-6101530.78
3760,-2933806.17,-6104859.20
3761,-2926892.80,-6108179.80
3762,-2919975.68,-6111492.56
3763,-2913054.82,-6114797.48
3764,-2906130.22,-6118094.56
3765,-2899201.89,-6121383.79
3766,-2892269.84,-6124665.17
3767,-2885334.08,-6127938.69
3768,-2878394.62,-6131204.36
3769,-2871451.46,-6134462.15
3770,-2864504.63,-6137712.08
3771,-2857554.12,-6140954.14
3772,-2850599.94,-6144188.32
3773,-2843642.11,-6147414.61
3774,-2836680.63,-6150633.02
3775,-2829715.51,-6153843.55
3776,-2822746.77,-6157046.17
3777,-2815774.40,-6160240.90
3778,-2808798.42,-6163427.73
3779,-2801818.83,-6166606.65
3780,-2794835.65,-6169777.67
3781,-2787848.89,-6172940.77
3782,-2780858.55,-6176095.95
