Tempo,PosicaoX,PosicaoY
5897,6231522.58,2644494.19
5898,6228516.77,2651554.79
5899,6225502.95,2658611.97
5900,6222481.13,2665665.74
5901,6219451.31,2672716.09
5902,6216413.51,2679763.00
5903,6213367.72,2686806.47
5904,6210313.94,2693846.48
5905,6207252.18,2700883.04
5906,6204182.45,2707916.12
5907,6201104.75,2714945.72
5908,6198019.07,2721971.84
5909,6194925.44,2728994.46
5910,6191823.84,2736013.57
5911,6188714.29,2743029.17
5912,6185596.79,2750041.24
5913,6182471.33,2757049.77
5914,6179337.94,2764054.77
5915,6176196.60,2771056.21
5916,6173047.33,2778054.10
5917,6169890.12,2785048.41
5918,6166724.99,2792039.14
5919,6163551.93,2799026.29
5920,6160370.96,2806009.84
5921,6157182.07,2812989.79
5922,6153985.26,2819966.12
5923,6150780.55,2826938.82
5924,6147567.93,2833907.90
5925,6144347.42,2840873.33
5926,6141119.01,2847835.11
5927,6137882.71,2854793.24
5928,6134638.52,2861747.69
5929,6131386.45,2868698.47
5930,6128126.50,2875645.56
5931,6124858.68,2882588.95
5932,6121582.98,2889528.65
5933,6118299.42,2896464.62
5934,6115008.00,2903396.88
5935,6111708.72,2910325.41
5936,6108401.59,2917250.19
5937,6105086.60,2924171.23
5938,6101763.77,2931088.51
5939,6098433.11,2938002.03
5940,6095094.60,2944911.76
5941,6091748.26,2951817.72
5942,6088394.10,2958719.88
5943,6085032.11,2965618.24
5944,6081662.30,2972512.79
5945,6078284.68,2979403.51
5946,6074899.24,2986290.41
5947,6071506.00,2993173.48
5948,6068104.96,3000052.69
5949,6064696.12,3006928.05
5950,6061279.49,3013799.55
5951,6057855.06,3020667.17
5952,6054422.86,3027530.92
5953,6050982.87,3034390.77
5954,6047535.11,3041246.72
5955,6044079.57,3048098.77
5956,6040616.27,3054946.89
5957,6037145.21,3061791.10
5958,6033666.39,3068631.36
5959,6030179.81,3075467.69
5960,6026685.49,3082300.06
5961,6023183.42,3089128.47
5962,6019673.61,3095952.91
5963,6016156.07,3102773.37
5964,6012630.79,3109589.85
5965,6009097.79,3116402.33
5966,6005557.06,3123210.80
5967,6002008.62,3130015.27
5968,5998452.47,3136815.70
5969,5994888.60,3143612.11
5970,5991317.04,3150404.48
5971,5987737.77,3157192.80
5972,5984150.81,3163977.06
5973,5980556.16,3170757.26
5974,5976953.82,3177533.38
5975,5973343.80,3184305.42
5976,5969726.11,3191073.36
5977,5966100.74,3197837.21
5978,5962467.71,3204596.95
5979,5958827.01,3211352.56
5980,5955178.66,3218104.05
5981,5951522.66,3224851.41
5982,5947859.00,3231594.62
5983,5944187.70,3238333.68
5984,5940508.77,3245068.57
5985,5936822.20,3251799.30
5986,5933128.00,3258525.85
5987,5929426.17,3265248.21
5988,5925716.73,3271966.37
5989,5921999.66,3278680.33
5990,5918274.99,3285390.07
5991,5914542.72,3292095.59
5992,5910802.84,3298796.89
5993,5907055.36,3305493.94
5994,5903300.30,3312186.74
5995,5899537.65,3318875.29
5996,5895767.41,3325559.57
5997,5891989.60,3332239.58
5998,5888204.22,3338915.31
5999,5884411.27,3345586.74
6000,5880610.76,3352253.88
6001,5876802.69,3358916.71
6002,5872987.07,3365575.22
6003,5869163.90,3372229.40
6004,5865333.18,3378879.26
6005,5861494.93,3385524.77
6006,5857649.15,3392165.92
6007,5853795.84,3398802.72
6008,5849935.00,3405435.15
6009,5846066.65,3412063.21
6010,5842190.79,3418686.88
6011,5838307.41,3425306.15
6012,5834416.53,3431921.03
6013,5830518.16,3438531.49
6014,5826612.29,3445137.53
6015,5822698.93,3451739.15
6016,5818778.09,3458336.33
6017,5814849.77,3464929.06
6018,5810913.98,3471517.35
6019,5806970.72,3478101.17
6020,5803019.99,3484680.52
6021,5799061.81,3491255.39
6022,5795096.18,3497825.77
6023,5791123.10,3504391.66
6024,5787142.57,3510953.05
6025,5783154.61,3517509.92
6026,5779159.21,3524062.28
6027,5775156.39,3530610.10
6028,5771146.14,3537153.39
6029,5767128.48,3543692.13
6030,5763103.41,3550226.31
6031,5759070.93,3556755.93
6032,5755031.04,3563280.99
6033,5750983.76,3569801.46
6034,5746929.09,3576317.34
6035,5742867.04,3582828.63
6036,5738797.60,3589335.31
6037,5734720.78,3595837.38
6038,5730636.60,3602334.83
6039,5726545.05,3608827.65
6040,5722446.14,3615315.83
6041,5718339.88,3621799.36
6042,5714226.26,3628278.24
6043,5710105.31,3634752.45
6044,5705977.01,3641222.00
6045,5701841.38,3647686.86
6046,5697698.42,3654147.04
6047,5693548.14,3660602.51
6048,5689390.54,3667053.29
6049,5685225.63,3673499.35
6050,5681053.41,3679940.69
6051,5676873.89,3686377.30
6052,5672687.07,3692809.17
6053,5668492.96,3699236.29
6054,5664291.57,3705658.67
6055,5660082.89,3712076.27
6056,5655866.94,3718489.11
6057,5651643.73,3724897.17
6058,5647413.24,3731300.44
6059,5643175.50,3737698.91
6060,5638930.51,3744092.58
6061,5634678.27,3750481.44
6062,5630418.78,3756865.48
6063,5626152.06,3763244.69
6064,5621878.11,3769619.06
6065,5617596.93,3775988.59
6066,5613308.53,3782353.26
6067,5609012.92,3788713.07
6068,5604710.10,3795068.01
6069,5600400.07,3801418.08
6070,5596082.85,3807763.26
6071,5591758.43,3814103.54
6072,5587426.83,3820438.92
6073,5583088.04,3826769.39
6074,5578742.08,3833094.95
6075,5574388.95,3839415.57
6076,5570028.65,3845731.26
6077,5565661.19,3852042.01
6078,5561286.58,3858347.81
6079,5556904.82,3864648.64
6080,5552515.92,3870944.51
6081,5548119.88,3877235.41
6082,5543716.72,3883521.32
6083,5539306.42,3889802.24
6084,5534889.01,3896078.16
6085,5530464.48,3902349.07
6086,5526032.84,3908614.97
6087,5521594.10,3914875.84
6088,5517148.26,3921131.68
6089,5512695.33,3927382.48
6090,5508235.31,3933628.23
6091,5503768.22,3939868.93
6092,5499294.05,3946104.56
6093,5494812.81,3952335.12
6094,5490324.51,3958560.59
6095,5485829.15,3964780.99
6096,5481326.74,3970996.28
6097,5476817.29,3977206.47
6098,5472300.79,3983411.55
6099,5467777.26,3989611.51
6100,5463246.70,3995806.33
6101,5458709.12,4001996.03
6102,5454164.53,4008180.58
6103,5449612.92,4014359.97
6104,5445054.31,4020534.21
6105,5440488.70,4026703.28
6106,5435916.09,4032867.17
6107,5431336.50,4039025.88
6108,5426749.93,4045179.40
6109,5422156.38,4051327.72
6110,5417555.86,4057470.83
6111,5412948.38,4063608.72
6112,5408333.94,4069741.39
6113,5403712.55,4075868.83
6114,5399084.21,4081991.03
6115,5394448.93,4088107.99
6116,5389806.72,4094219.69
6117,5385157.58,4100326.12
6118,5380501.51,4106427.29
6119,5375838.53,4112523.17
6120,5371168.65,4118613.77
6121,5366491.85,4124699.08
6122,5361808.16,4130779.08
6123,5357117.57,4136853.78
6124,5352420.10,4142923.16
6125,5347715.75,4148987.21
6126,5343004.53,4155045.92
6127,5338286.44,4161099.30
6128,5333561.48,4167147.33
6129,5328829.67,4173190.00
6130,5324091.01,4179227.31
6131,5319345.50,4185259.24
6132,5314593.16,4191285.79
6133,5309833.98,4197306.96
6134,5305067.98,4203322.73
6135,5300295.16,4209333.10
6136,5295515.53,4215338.06
6137,5290729.09,4221337.59
6138,5285935.85,4227331.71
6139,5281135.81,4233320.38
6140,5276328.99,4239303.62
6141,5271515.38,4245281.41
6142,5266694.99,4251253.73
6143,5261867.84,4257220.60
6144,5257033.92,4263181.99
6145,5252193.24,4269137.90
6146,5247345.82,4275088.32
6147,5242491.64,4281033.25
6148,5237630.73,4286972.68
6149,5232763.08,4292906.59
6150,5227888.71,4298834.98
6151,5223007.62,4304757.85
6152,5218119.81,4310675.19
6153,5213225.30,4316586.98
6154,5208324.08,4322493.23
6155,5203416.17,4328393.91
6156,5198501.56,4334289.04
6157,5193580.28,4340178.59
6158,5188652.32,4346062.56
6159,5183717.69,4351940.95
6160,5178776.39,4357813.74
6161,5173828.44,4363680.93
6162,5168873.84,4369542.51
6163,5163912.59,4375398.47
6164,5158944.71,4381248.80
6165,5153970.19,4387093.51
6166,5148989.04,4392932.57
6167,5144001.28,4398765.99
6168,5139006.90,4404593.76
6169,5134005.92,4410415.86
6170,5128998.34,4416232.29
6171,5123984.16,4422043.04
6172,5118963.40,4427848.11
6173,5113936.06,4433647.49
6174,5108902.14,4439441.16
6175,5103861.65,4445229.13
6176,5098814.61,4451011.39
6177,5093761.00,4456787.92
6178,5088700.85,4462558.73
6179,5083634.16,4468323.79
6180,5078560.93,4474083.12
6181,5073481.18,4479836.69
6182,5068394.90,4485584.50
6183,5063302.10,4491326.54
6184,5058202.80,4497062.81
6185,5053096.99,4502793.30
6186,5047984.69,4508518.00
6187,5042865.90,4514236.91
6188,5037740.62,4519950.01
6189,5032608.87,4525657.30
6190,5027470.65,4531358.77
6191,5022325.96,4537054.42
6192,5017174.82,4542744.23
6193,5012017.23,4548428.21
6194,5006853.19,4554106.33
6195,5001682.72,4559778.61
6196,4996505.82,4565445.02
6197,4991322.49,4571105.56
6198,4986132.75,4576760.22
6199,4980936.60,4582409.00
6200,4975734.04,4588051.89
6201,4970525.09,4593688.88
6202,4965309.74,4599319.96
6203,4960088.02,4604945.13
6204,4954859.91,4610564.39
6205,4949625.44,4616177.71
6206,4944384.60,4621785.10
6207,4939137.41,4627386.55
6208,4933883.86,4632982.04
6209,4928623.98,4638571.58
6210,4923357.75,4644155.16
6211,4918085.20,4649732.77
6212,4912806.32,4655304.40
6213,4907521.13,4660870.04
6214,4902229.63,4666429.70
6215,4896931.83,4671983.35
6216,4891627.73,4677531.00
6217,4886317.34,4683072.63
6218,4881000.67,4688608.24
6219,4875677.72,4694137.82
6220,4870348.51,4699661.37
6221,4865013.03,4705178.88
6222,4859671.30,4710690.34
6223,4854323.32,4716195.74
6224,4848969.10,4721695.08
6225,4843608.65,4727188.34
6226,4838241.96,4732675.53
6227,4832869.06,4738156.64
6228,4827489.95,4743631.65
6229,4822104.62,4749100.56
6230,4816713.10,4754563.37
6231,4811315.39,4760020.07
6232,4805911.49,4765470.64
6233,4800501.41,4770915.09
6234,4795085.16,4776353.41
6235,4789662.74,4781785.58
6236,4784234.17,4787211.61
6237,4778799.44,4792631.48
6238,4773358.57,4798045.19
6239,4767911.57,4803452.73
6240,4762458.43,4808854.09
6241,4756999.17,4814249.28
6242,4751533.80,4819638.27
6243,4746062.31,4825021.06
6244,4740584.73,4830397.65
6245,4735101.04,4835768.04
6246,4729611.27,4841132.20
6247,4724115.42,4846490.14
6248,4718613.50,4851841.85
6249,4713105.51,4857187.32
6250,4707591.46,4862526.54
6251,4702071.35,4867859.52
6252,4696545.20,4873186.23
6253,4691013.01,4878506.68
6254,4685474.80,4883820.86
6255,4679930.55,4889128.76
6256,4674380.29,4894430.37
6257,4668824.02,4899725.69
6258,4663261.75,4905014.70
6259,4657693.48,4910297.42
6260,4652119.22,4915573.82
6261,4646538.98,4920843.89
6262,4640952.77,4926107.65
6263,4635360.59,4931365.06
6264,4629762.45,4936616.14
6265,4624158.35,4941860.87
6266,4618548.31,4947099.25
6267,4612932.34,4952331.26
6268,4607310.43,4957556.91
6269,4601682.59,4962776.18
6270,4596048.85,4967989.08
6271,4590409.19,4973195.58
6272,4584763.63,4978395.69
6273,4579112.17,4983589.40
6274,4573454.83,4988776.70
6275,4567791.60,4993957.59
6276,4562122.51,4999132.05
6277,4556447.54,5004300.09
6278,4550766.72,5009461.70
6279,4545080.05,5014616.86
6280,4539387.53,5019765.57
6281,4533689.18,5024907.84
6282,4527985.00,5030043.64
6283,4522274.99,5035172.97
6284,4516559.17,5040295.83
6285,4510837.55,5045412.20
6286,4505110.12,5050522.09
6287,4499376.90,5055625.49
6288,4493637.90,5060722.38
6289,4487893.11,5065812.77
6290,4482142.56,5070896.65
6291,4476386.24,5075974.00
6292,4470624.17,5081044.83
6293,4464856.35,5086109.12
6294,4459082.79,5091166.88
6295,4453303.49,5096218.08
6296,4447518.47,5101262.74
6297,4441727.73,5106300.84
6298,4435931.28,5111332.37
6299,4430129.12,5116357.32
6300,4424321.27,5121375.70
6301,4418507.73,5126387.50
6302,4412688.51,5131392.70
6303,4406863.61,5136391.30
6304,4401033.05,5141383.30
6305,4395196.83,5146368.69
6306,4389354.96,5151347.46
6307,4383507.44,5156319.61
6308,4377654.29,5161285.13
6309,4371795.50,5166244.01
6310,4365931.10,5171196.25
6311,4360061.08,5176141.84
6312,4354185.46,5181080.77
6313,4348304.24,5186013.04
6314,4342417.42,5190938.64
6315,4336525.02,5195857.57
6316,4330627.05,5200769.81
6317,4324723.51,5205675.37
6318,4318814.40,5210574.24
6319,4312899.75,5215466.40
6320,4306979.54,5220351.86
6321,4301053.80,5225230.61
6322,4295122.53,5230102.63
6323,4289185.73,5234967.93
6324,4283243.42,5239826.50
6325,4277295.61,5244678.34
6326,4271342.29,5249523.42
6327,4265383.48,5254361.76
6328,4259419.18,5259193.34
6329,4253449.41,5264018.16
6330,4247474.17,5268836.21
6331,4241493.46,5273647.49
6332,4235507.31,5278451.98
6333,4229515.70,5283249.68
6334,4223518.66,5288040.60
6335,4217516.19,5292824.71
6336,4211508.29,5297602.01
6337,4205494.98,5302372.51
6338,4199476.26,5307136.18
6339,4193452.13,5311893.03
6340,4187422.62,5316643.06
6341,4181387.72,5321386.24
6342,4175347.45,5326122.58
6343,4169301.81,5330852.07
6344,4163250.80,5335574.71
6345,4157194.44,5340290.48
6346,4151132.74,5344999.39
6347,4145065.69,5349701.43
6348,4138993.32,5354396.58
6349,4132915.63,5359084.86
6350,4126832.62,5363766.23
6351,4120744.30,5368440.72
6352,4114650.68,5373108.30
6353,4108551.78,5377768.96
6354,4102447.59,5382422.72
6355,4096338.12,5387069.55
6356,4090223.39,5391709.45
6357,4084103.40,5396342.43
6358,4077978.15,5400968.46
6359,4071847.66,5405587.54
6360,4065711.94,5410199.68
6361,4059570.98,5414804.86
6362,4053424.81,5419403.07
6363,4047273.42,5423994.32
6364,4041116.83,5428578.59
6365,4034955.04,5433155.88
6366,4028788.07,5437726.18
6367,4022615.91,5442289.49
6368,4016438.58,5446845.80
6369,4010256.08,5451395.11
6370,4004068.43,5455937.41
6371,3997875.63,5460472.69
6372,3991677.69,5465000.95
6373,3985474.61,5469522.18
6374,3979266.41,5474036.38
6375,3973053.09,5478543.53
6376,3966834.67,5483043.65
6377,3960611.14,5487536.71
6378,3954382.51,5492022.71
6379,3948148.81,5496501.66
6380,3941910.02,5500973.53
6381,3935666.17,5505438.33
6382,3929417.25,5509896.05
6383,3923163.29,5514346.68
6384,3916904.27,5518790.22
6385,3910640.22,5523226.67
6386,3904371.14,5527656.01
6387,3898097.04,5532078.25
6388,3891817.93,5536493.37
6389,3885533.81,5540901.37
6390,3879244.69,5545302.24
6391,3872950.59,5549695.98
6392,3866651.51,5554082.59
6393,3860347.45,5558462.05
6394,3854038.43,5562834.37
6395,3847724.45,5567199.53
6396,3841405.52,5571557.53
6397,3835081.66,5575908.37
6398,3828752.86,5580252.03
6399,3822419.14,5584588.52
6400,3816080.50,5588917.83
6401,3809736.95,5593239.95
6402,3803388.51,5597554.88
6403,3797035.17,5601862.60
6404,3790676.95,5606163.13
6405,3784313.86,5610456.44
6406,3777945.90,5614742.54
6407,3771573.08,5619021.42
6408,3765195.41,5623293.07
6409,3758812.90,5627557.49
6410,3752425.55,5631814.68
6411,3746033.38,5636064.62
6412,3739636.39,5640307.31
6413,3733234.59,5644542.75
6414,3726827.99,5648770.93
6415,3720416.60,5652991.84
6416,3714000.42,5657205.49
6417,3707579.47,5661411.86
6418,3701153.75,5665610.95
6419,3694723.27,5669802.75
6420,3688288.03,5673987.26
6421,3681848.06,5678164.47
6422,3675403.34,5682334.38
6423,3668953.90,5686496.99
6424,3662499.75,5690652.28
6425,3656040.88,5694800.25
6426,3649577.31,5698940.89
6427,3643109.05,5703074.21
6428,3636636.10,5707200.20
6429,3630158.47,5711318.84
6430,3623676.18,5715430.14
6431,3617189.23,5719534.09
6432,3610697.62,5723630.68
6433,3604201.37,5727719.91
6434,3597700.49,5731801.77
6435,3591194.97,5735876.27
6436,3584684.84,5739943.38
6437,3578170.10,5744003.12
6438,3571650.76,5748055.46
6439,3565126.82,5752100.42
6440,3558598.30,5756137.98
6441,3552065.20,5760168.13
6442,3545527.54,5764190.88
6443,3538985.31,5768206.21
6444,3532438.53,5772214.12
6445,3525887.21,5776214.61
6446,3519331.36,5780207.67
6447,3512770.98,5784193.30
6448,3506206.08,5788171.49
6449,3499636.67,5792142.23
6450,3493062.76,5796105.53
6451,3486484.35,5800061.37
6452,3479901.47,5804009.75
6453,3473314.11,5807950.66
6454,3466722.28,5811884.11
6455,3460125.99,5815810.08
6456,3453525.25,5819728.57
6457,3446920.07,5823639.58
6458,3440310.46,5827543.10
6459,3433696.42,5831439.12
6460,3427077.97,5835327.64
6461,3420455.11,5839208.66
6462,3413827.85,5843082.16
6463,3407196.20,5846948.16
6464,3400560.16,5850806.63
6465,3393919.76,5854657.58
6466,3387274.99,5858500.99
6467,3380625.86,5862336.87
6468,3373972.38,5866165.22
6469,3367314.57,5869986.01
6470,3360652.42,5873799.26
6471,3353985.95,5877604.96
6472,3347315.17,5881403.09
6473,3340640.08,5885193.66
6474,3333960.70,5888976.66
6475,3327277.02,5892752.09
6476,3320589.07,5896519.93
6477,3313896.85,5900280.20
6478,3307200.36,5904032.87
6479,3300499.63,5907777.95
6480,3293794.64,5911515.43
6481,3287085.42,5915245.31
6482,3280371.98,5918967.58
6483,3273654.31,5922682.24
6484,3266932.43,5926389.28
6485,3260206.35,5930088.70
6486,3253476.08,5933780.49
6487,3246741.63,5937464.65
6488,3240002.99,5941141.18
6489,3233260.19,5944810.06
6490,3226513.24,5948471.29
6491,3219762.13,5952124.88
6492,3213006.88,5955770.81
6493,3206247.50,5959409.08
6494,3199483.99,5963039.68
6495,3192716.37,5966662.62
6496,3185944.64,5970277.88
6497,3179168.82,5973885.46
6498,3172388.90,5977485.35
6499,3165604.91,5981077.56
6500,3158816.84,5984662.08
6501,3152024.71,5988238.90
6502,3145228.53,5991808.02
6503,3138428.30,5995369.43
6504,3131624.04,5998923.13
6505,3124815.75,6002469.11
6506,3118003.43,6006007.37
6507,3111187.11,6009537.91
6508,3104366.79,6013060.72
6509,3097542.47,6016575.79
6510,3090714.17,6020083.13
6511,3083881.89,6023582.72
6512,3077045.65,6027074.57
6513,3070205.45,6030558.66
6514,3063361.30,6034034.99
6515,3056513.21,6037503.57
6516,3049661.19,6040964.38
6517,3042805.24,6044417.42
6518,3035945.39,6047862.68
6519,3029081.62,6051300.17
6520,3022213.97,6054729.87
6521,3015342.42,6058151.79
6522,3008467.00,6061565.91
6523,3001587.70,6064972.23
6524,2994704.55,6068370.76
6525,2987817.54,6071761.48
6526,2980926.69,6075144.39
6527,2974032.01,6078519.48
6528,2967133.50,6081886.76
6529,2960231.17,6085246.22
6530,2953325.04,6088597.84
6531,2946415.11,6091941.64
6532,2939501.39,6095277.60
6533,2932583.88,6098605.72
6534,2925662.61,6101926.00
6535,2918737.57,6105238.42
6536,2911808.78,6108543.00
6537,2904876.24,6111839.71
6538,2897939.97,6115128.57
6539,2890999.97,6118409.56
6540,2884056.25,6121682.68
6541,2877108.82,6124947.93
6542,2870157.69,6128205.29
6543,2863202.87,6131454.78
6544,2856244.36,6134696.38
6545,2849282.18,6137930.09
6546,2842316.34,6141155.90
6547,2835346.84,6144373.81
6548,2828373.69,6147583.82
6549,2821396.91,6150785.92
6550,2814416.49,6153980.12
6551,2807432.46,6157166.39
6552,2800444.82,6160344.75
6553,2793453.57,6163515.18
6554,2786458.73,6166677.68
6555,2779460.30,6169832.25
6556,2772458.30,6172978.89
6557,2765452.74,6176117.58
6558,2758443.61,6179248.33
6559,2751430.94,6182371.14
6560,2744414.73,6185485.99
6561,2737394.99,6188592.88
6562,2730371.73,6191691.81
6563,2723344.96,6194782.78
6564,2716314.68,6197865.78
6565,2709280.91,6200940.81
6566,2702243.65,6204007.86
6567,2695202.92,6207066.93
6568,2688158.72,6210118.02
6569,2681111.07,6213161.12
6570,2674059.96,6216196.23
6571,2667005.42,6219223.34
6572,2659947.44,6222242.45
6573,2652886.04,6225253.56
6574,2645821.23,6228256.66
6575,2638753.02,6231251.75
6576,2631681.41,6234238.82
6577,2624606.42,6237217.87
6578,2617528.05,6240188.91
6579,2610446.32,6243151.91
6580,2603361.23,6246106.88
6581,2596272.78,6249053.82
6582,2589181.00,6251992.72
6583,2582085.89,6254923.58
6584,2574987.46,6257846.39
6585,2567885.71,6260761.16
6586,2560780.66,6263667.87
6587,2553672.32,6266566.52
6588,2546560.69,6269457.11
6589,2539445.79,6272339.64
6590,2532327.62,6275214.10
6591,2525206.19,6278080.48
6592,2518081.51,6280938.79
6593,2510953.60,6283789.02
6594,2503822.45,6286631.17
6595,2496688.09,6289465.23
6596,2489550.51,6292291.20
6597,2482409.73,6295109.08
6598,2475265.76,6297918.86
6599,2468118.60,6300720.54
6600,2460968.27,6303514.11
6601,2453814.77,6306299.58
6602,2446658.12,6309076.93
6603,2439498.32,6311846.16
6604,2432335.38,6314607.28
6605,2425169.31,6317360.28
6606,2418000.12,6320105.14
6607,2410827.82,6322841.88
6608,2403652.42,6325570.49
6609,2396473.93,6328290.95
6610,2389292.36,6331003.28
6611,2382107.71,6333707.46
6612,2374920.00,6336403.50
6613,2367729.23,6339091.38
6614,2360535.42,6341771.11
6615,2353338.57,6344442.69
6616,2346138.69,6347106.10
6617,2338935.80,6349761.34
6618,2331729.90,6352408.42
6619,2324520.99,6355047.33
6620,2317309.10,6357678.06
6621,2310094.23,6360300.61
6622,2302876.38,6362914.98
6623,2295655.57,6365521.17
6624,2288431.81,6368119.17
6625,2281205.11,6370708.97
6626,2273975.47,6373290.58
6627,2266742.90,6375864.00
6628,2259507.42,6378429.21
6629,2252269.03,6380986.21
6630,2245027.75,6383535.01
6631,2237783.58,6386075.59
6632,2230536.53,6388607.96
6633,2223286.61,6391132.11
6634,2216033.82,6393648.04
6635,2208778.19,6396155.75
6636,2201519.72,6398655.23
6637,2194258.42,6401146.47
6638,2186994.29,6403629.48
6639,2179727.35,6406104.26
6640,2172457.60,6408570.79
6641,2165185.06,6411029.08
6642,2157909.74,6413479.12
6643,2150631.64,6415920.91
6644,2143350.77,6418354.45
6645,2136067.15,6420779.73
6646,2128780.77,6423196.75
6647,2121491.66,6425605.51
6648,2114199.82,6428006.00
6649,2106905.26,6430398.23
6650,2099607.99,6432782.18
6651,2092308.02,6435157.85
6652,2085005.36,6437525.25
6653,2077700.01,6439884.37
6654,2070392.00,6442235.20
6655,2063081.32,6444577.74
6656,2055767.98,6446912.00
6657,2048452.00,6449237.96
6658,2041133.39,6451555.62
6659,2033812.15,6453864.98
6660,2026488.29,6456166.05
6661,2019161.82,6458458.80
6662,2011832.76,6460743.25
6663,2004501.11,6463019.39
6664,1997166.88,6465287.21
6665,1989830.09,6467546.71
6666,1982490.73,6469797.90
6667,1975148.82,6472040.76
6668,1967804.37,6474275.30
6669,1960457.39,6476501.50
6670,1953107.89,6478719.38
6671,1945755.88,6480928.92
6672,1938401.36,6483130.12
6673,1931044.35,6485322.99
6674,1923684.85,6487507.51
6675,1916322.88,6489683.68
6676,1908958.45,6491851.51
6677,1901591.55,6494010.98
6678,1894222.22,6496162.10
6679,1886850.44,6498304.87
6680,1879476.24,6500439.27
6681,1872099.62,6502565.31
6682,1864720.59,6504682.99
6683,1857339.17,6506792.29
6684,1849955.35,6508893.23
6685,1842569.15,6510985.79
6686,1835180.59,6513069.98
6687,1827789.66,6515145.79
6688,1820396.38,6517213.22
6689,1813000.76,6519272.26
6690,1805602.81,6521322.91
6691,1798202.53,6523365.18
6692,1790799.94,6525399.06
6693,1783395.05,6527424.53
6694,1775987.86,6529441.62
6695,1768578.39,6531450.30
6696,1761166.64,6533450.58
6697,1753752.63,6535442.45
6698,1746336.36,6537425.92
6699,1738917.84,6539400.98
6700,1731497.09,6541367.62
6701,1724074.11,6543325.85
6702,1716648.91,6545275.66
6703,1709221.50,6547217.05
6704,1701791.89,6549150.01
6705,1694360.10,6551074.56
6706,1686926.12,6552990.67
6707,1679489.98,6554898.35
6708,1672051.67,6556797.60
6709,1664611.22,6558688.42
6710,1657168.62,6560570.80
6711,1649723.89,6562444.73
6712,1642277.03,6564310.23
6713,1634828.07,6566167.28
6714,1627377.00,6568015.88
6715,1619923.84,6569856.03
6716,1612468.59,6571687.73
6717,1605011.27,6573510.98
6718,1597551.88,6575325.77
6719,1590090.44,6577132.10
6720,1582626.95,6578929.97
6721,1575161.43,6580719.37
6722,1567693.88,6582500.31
6723,1560224.32,6584272.78
6724,1552752.74,6586036.78
6725,1545279.17,6587792.31
6726,1537803.61,6589539.36
6727,1530326.08,6591277.93
6728,1522846.57,6593008.03
6729,1515365.10,6594729.64
6730,1507881.69,6596442.77
6731,1500396.33,6598147.41
6732,1492909.05,6599843.56
6733,1485419.84,6601531.22
6734,1477928.73,6603210.39
6735,1470435.71,6604881.06
6736,1462940.80,6606543.24
6737,1455444.01,6608196.92
6738,1447945.34,6609842.09
6739,1440444.81,6611478.76
6740,1432942.43,6613106.93
6741,1425438.21,6614726.59
6742,1417932.15,6616337.73
6743,1410424.27,6617940.37
6744,1402914.57,6619534.49
6745,1395403.07,6621120.10
6746,1387889.78,6622697.18
6747,1380374.69,6624265.75
6748,1372857.83,6625825.79
6749,1365339.21,6627377.31
6750,1357818.83,6628920.31
6751,1350296.70,6630454.77
6752,1342772.84,6631980.71
6753,1335247.24,6633498.11
6754,1327719.93,6635006.98
6755,1320190.91,6636507.31
6756,1312660.20,6637999.10
6757,1305127.79,6639482.35
6758,1297593.71,6640957.07
6759,1290057.95,6642423.23
6760,1282520.54,6643880.86
6761,1274981.47,6645329.93
6762,1267440.77,6646770.45
6763,1259898.43,6648202.43
6764,1252354.48,6649625.85
6765,1244808.91,6651040.71
6766,1237261.74,6652447.02
6767,1229712.98,6653844.77
6768,1222162.64,6655233.96
6769,1214610.72,6656614.58
6770,1207057.24,6657986.65
6771,1199502.21,6659350.14
6772,1191945.64,6660705.07
6773,1184387.53,6662051.43
6774,1176827.90,6663389.22
6775,1169266.76,6664718.43
6776,1161704.11,6666039.08
6777,1154139.96,6667351.14
6778,1146574.33,6668654.63
6779,1139007.23,6669949.53
6780,1131438.66,6671235.86
6781,1123868.63,6672513.60
6782,1116297.16,6673782.76
6783,1108724.25,6675043.33
6784,1101149.92,6676295.31
6785,1093574.17,6677538.71
6786,1085997.01,6678773.51
6787,1078418.46,6679999.72
6788,1070838.51,6681217.34
6789,1063257.19,6682426.36
6790,1055674.51,6683626.78
6791,1048090.46,6684818.60
6792,1040505.07,6686001.82
6793,1032918.33,6687176.45
6794,1025330.27,6688342.46
6795,1017740.89,6689499.87
6796,1010150.20,6690648.68
6797,1002558.21,6691788.88
6798,994964.93,6692920.47
6799,987370.37,6694043.44
6800,979774.54,6695157.81
6801,972177.44,6696263.56
6802,964579.10,6697360.69
6803,956979.52,6698449.21
6804,949378.70,6699529.11
6805,941776.67,6700600.39
6806,934173.42,6701663.05
6807,926568.97,6702717.09
6808,918963.33,6703762.50
6809,911356.51,6704799.29
6810,903748.51,6705827.45
6811,896139.35,6706846.99
6812,888529.04,6707857.89
6813,880917.58,6708860.17
6814,873304.99,6709853.81
6815,865691.28,6710838.82
6816,858076.46,6711815.20
6817,850460.52,6712782.94
6818,842843.50,6713742.05
6819,835225.39,6714692.51
6820,827606.21,6715634.34
6821,819985.96,6716567.53
6822,812364.66,6717492.07
6823,804742.31,6718407.98
6824,797118.92,6719315.23
6825,789494.52,6720213.85
6826,781869.09,6721103.82
6827,774242.66,6721985.14
6828,766615.23,6722857.81
6829,758986.82,6723721.83
6830,751357.43,6724577.20
